Security Code,Type,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
521149,BSE,Prime Urban Development India Ltd,PRIMEURB,PRIME URBAN DEVELOPMENT INDIA LTD.,Active,X ,2,INE419E01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
521151,BSE,Dhanlaxmi Fabrics Ltd.,DHANFAB,DHANLAXMI FABRICS LTD.,Active,X ,10,INE953D01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521161,BSE,Sri Lakshmi Saraswathi Textiles (Ar,SLSTLQ,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.-$,Active,X ,10,INE456D01010,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521163,BSE,Zodiac Clothing Co. Ltd.,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,Active,B ,10,INE206B01013,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
521178,BSE,Sri Ramakrishna Mills (Coimbatore) Ltd.,SRMCL,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$,Active,X ,10,INE306D01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521180,BSE,Super Spinning Mills Ltd.,SUPERSPIN,SUPER SPINNING MILLS LTD.,Active,B ,1,INE662A01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521188,BSE,United Textiles Ltd.,UNITEDTE,UNITED TEXTILES LTD.,Active,XT,10,INE727E01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521194,BSE,SIL Investments Ltd,SILINV,SIL INVESTMENTS LTD.,Active,B ,10,INE923A01015,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
521200,BSE,Suryalakshmi Cotton Mills Ltd.,SURYALAXMI,SURYALAKSHMI COTTON MILLS LTD.,Active,B ,10,INE713B01026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521206,BSE,Samtex Fashions Ltd.,SAMTEX,SAMTEX FASHIONS LTD.-$,Active,X ,2,INE931D01020,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
521210,BSE,Cityman Limited,CITYMAN,CITYMAN LTD.,Active,XT,10,INE117C01010,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
521216,BSE,Dhanalaxmi Roto Spinners Ltd.,DHANROTO,DHANALAXMI ROTO SPINNERS LTD.,Active,X ,10,INE220C01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521220,BSE,Damodar Industries Limited,DAMOINDUS,DAMODAR INDUSTRIES LTD.-$,Active,B ,5,INE497D01022,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521222,BSE,Sanblue Corporation Limited,SANBLUE,SANBLUE CORPORATION LTD.,Active,X ,10,INE602D01027,Trading - Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products
521226,BSE,Uniroyal Industries Ltd,UNIROYAL,UNIROYAL INDUSTRIES LTD.,Active,X ,10,INE980D01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521228,BSE,Tatia Global Vennture Limited,TATIAGLOB,TATIA GLOBAL VENNTURE LTD.,Active,X ,1,INE083G01031,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
521232,BSE,"Sunil Industries Ltd.,",SUNILTX,SUNIL INDUSTRIES LTD.,Active,P ,10,INE124M01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
521234,BSE,Sri Nachammai Cotton Mills Ltd.,SRINACHA,SRI NACHAMMAI COTTON MILLS LTD.-$,Active,X ,10,INE443E01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521240,BSE,Sambandam Spinning Mills Ltd.,SAMBANDAM,SAMBANDAM SPINNING MILLS LTD.-$,Active,X ,10,INE304D01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521242,BSE,Kandagiri Spinning Mills Ltd.,KANDAGIRI,KANDAGIRI SPINNING MILLS LTD.-$,Active,X ,10,INE292D01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521248,BSE,Kitex Garmenets Ltd.,KITEX,KITEX GARMENTS LTD.,Active,A ,1,INE602G01020,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
522001,BSE,"Cranex Ltd.,",CRANEX,CRANEX LTD.,Active,X ,10,INE608B01010,Construction Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
522004,BSE,Batliboi Ltd,BATLIBOI,BATLIBOI LTD.-$,Active,X ,5,INE177C01022,Industrial Equipments,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments
522005,BSE,"Austin Engineering Co. Ltd.,",AUSTENG,AUSTIN ENGINEERING CO.LTD.,Active,X ,10,INE759F01012,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
522014,BSE,"United Drilling Tools Ltd.,",UNIDT,UNITED DRILLING TOOLS LTD.,Active,B ,10,INE961D01019,Industrial Equipments,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments
522017,BSE,"Fluidomat Ltd.,",FLUIDOM,FLUIDOMAT LTD.,Active,X ,10,INE459C01016,Industrial Equipments,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments
522027,BSE,Ema India Ltd.,EMAINDIA,EMA INDIA LTD.,Active,X ,10,INE279D01016,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
522029,BSE,Windsor Machines Limited,WINDMACHIN,WINDSOR MACHINES LTD.,Active,B ,2,INE052A01021,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
522034,BSE,"Shanthi Gears Ltd.,",SHANTIGEAR,SHANTHI GEARS LTD.,Active,B ,1,INE631A01022,Industrial Equipments,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments
522036,BSE,Miven Machine Tools Ltd.,MIVENMACH,MIVEN MACHINE TOOLS LTD.,Active,X ,10,INE338P01014,Industrial Equipments,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments
522064,BSE,HONDA INDIA POWER PRODUCTS LIMITED,HONDAPOWER,Honda India Power Products Ltd,Active,B ,10,INE634A01018,Industrial Equipments,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments
522073,BSE,The Hi-Tech Gears Limited,HITECHGEAR,The Hi-Tech Gears Ltd,Active,B ,10,INE127B01011,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
522074,BSE,"Elgi Equipments Ltd.,",ELGIEQUIP,ELGI EQUIPMENTS LTD.,Active,A ,1,INE285A01027,Compressors & Pumps,Equity,Industrials,Capital Goods,Industrial Products,Compressors & Pumps
522091,BSE,"United Van Der Horst Ltd.,",UVDRHOR,UNITED VAN DER HORST LTD.,Active,X ,10,INE890G01013,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
522101,BSE,Kilburn Engineering Ltd,KLBRENG-B,KILBURN ENGINEERING LTD.,Active,XT,10,INE338F01015,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
522105,BSE,Birla Precision Technologies Ltd,BIRLAPREC,BIRLA PRECISION TECHNOLOGIES LTD.,Active,X ,2,INE372E01025,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
522108,BSE,"Yuken India Ltd.,",YUKEN,YUKEN INDIA LTD.-$,Active,B ,10,INE384C01016,Compressors & Pumps,Equity,Industrials,Capital Goods,Industrial Products,Compressors & Pumps
522113,BSE,Timken India Ltd,TIMKEN,TIMKEN INDIA LTD.,Active,A ,10,INE325A01013,Bearings,Equity,Industrials,Capital Goods,Industrial Products,Bearings
522122,BSE,Voith Paper Fabrics India Ltd,VOITHPAPR,VOITH PAPER FABRICS INDIA LTD.-$,Active,X ,10,INE285C01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
522134,BSE,Artson Engineering Ltd,ARTSONEN,ARTSON ENGINEERING LTD.,Active,X ,1,INE133D01023,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
522152,BSE,Solitaire Machine Tools Ltd,SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.,Active,X ,10,INE410A01013,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
522165,BSE,Indsil Hydro Power and Manganese Limited,INDSILHYD,INDSIL HYDRO POWER AND MANGANESE LTD.-$,Active,X ,10,INE867D01018,Ferro & Silica Manganese,Equity,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
522171,BSE,TMT (India) ltd.,TMTIND-B1,TMT (INDIA) LTD.,Active,XT,10,INE182E01010,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
522183,BSE,ITL Industries Ltd.,ITL,ITL INDUSTRIES LTD.-$,Active,X ,10,INE478D01014,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
522195,BSE,Frontier Springs Ltd.,FRONTSP,FRONTIER SPRINGS LTD.,Active,X ,10,INE572D01014,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
522205,BSE,Praj Industries Ltd.,PRAJIND,PRAJ INDUSTRIES LTD.,Active,A ,2,INE074A01025,Engineering & Construction products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Engineering & Construction products
522207,BSE,Rasandik Engg. Industries India Ltd,RASANDIK,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$,Active,XT,10,INE682D01011,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
522209,BSE,Yogi Sung-won (India) Ltd.,YOGISUNG,YOGI SUNG-WON (INDIA) LTD.,Active,X ,10,INE429B01011,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
522215,BSE,HLE GLASCOAT LIMITED,HLEGLAS,HLE Glascoat Ltd,Active,A ,10,INE461D01010,Industrial Equipments,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments
522217,BSE,Gujarat Apollo Industries Ltd.,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,Active,B ,10,INE826C01016,Engineering & Construction products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Engineering & Construction products
522229,BSE,Taneja Aerospace & Aviation Ltd.,TANAA,TANEJA AEROSPACE & AVIATION LTD.-$,Active,X ,5,INE692C01020,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
522231,BSE,Conart Engineers Ltd.,CONART,CONART ENGINEERS LTD.-$,Active,X ,10,INE714D01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
522237,BSE,Shivagrico Implements Ltd.,SHIVAGR,SHIVAGRICO IMPLEMENTS LTD.,Active,XT,10,INE092H01014,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
522241,BSE,M.M.Forgings Ltd.,MMFL,M.M.FORGINGS LTD.-$,Active,B ,10,INE227C01017,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings
522245,BSE,Iykot Hitech Toolroom Ltd,IYKOTHITE,IYKOT HITECH TOOLROOM LTD.,Active,Z ,5,INE079L01013,Industrial Equipments,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments
522249,BSE,Mayur Uniquoters ltd.,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,Active,A ,5,INE040D01038,Leather And Leather Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
522251,BSE,Cenlub Industries Ltd.,CENLUB,CENLUB INDUSTRIES LTD.,Active,X ,10,INE627F01011,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
522257,BSE,Rajoo Engineers Ltd.,RAJOOENG,RAJOO ENGINEERS LTD.-$,Active,X ,1,INE535F01024,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
522263,BSE,JMC Projects (india) Ltd.,JMCPROJECT,JMC PROJECTS (INDIA) LTD.-$,Active,B ,2,INE890A01024,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
522267,BSE,Veejay Lakshmi Engineering Works Lt,VJLAXMIE,VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$,Active,X ,10,INE466D01019,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
522273,BSE,Ahmedabad Steelcraft Ltd.,AHMDSTE,AHMEDABAD STEELCRAFT LTD.,Active,X ,10,INE868C01018,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
522275,BSE,GE T&D India Limited,GET&D,GE T&D India Ltd,Active,B ,2,INE200A01026,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
522281,BSE,Ram Ratna Wires Ltd.,RAMRAT,RAM RATNA WIRES LTD.-$,Active,B ,5,INE207E01023,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
522285,BSE,Jayaswal Neco Industries Ltd,JAYNECOIND,JAYASWAL NECO INDUSTRIES LTD.,Active,B ,10,INE854B01010,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
522287,BSE,Kalpataru Power Transmission Ltd.,KALPATPOWR,KALPATARU POWER TRANSMISSION LTD.,Active,A ,2,INE220B01022,Engineering- Designing & Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction"
522289,BSE,NMS RESOURCES GLOBAL LIMITED,NMSRESRC,NMS Resources Global Ltd,Active,XT,10,INE169F01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
522292,BSE,CANDOUR TECHTEX LIMITED,CANDOUR,Candour Techtex Ltd,Active,X ,10,INE713D01055,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
522294,BSE,T & I Global Ltd.,TIGLOB,T & I GLOBAL LTD.,Active,X ,10,INE811B01010,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
522295,BSE,Control Print (India) Ltd.,CONTROLPR,CONTROL PRINT LTD.-$,Active,B ,10,INE663B01015,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
522650,BSE,"Bemco Hydraulics Ltd.,",BEMHY,BEMCO HYDRAULICS LTD.,Active,X ,10,INE142E01014,Industrial Equipments,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments
523007,BSE,"Ansal Buildwell Ltd.,",ANSALBU,ANSAL BUILDWELL LTD.-$,Active,X ,10,INE030C01015,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
523011,BSE,"Weizmann Limited.,",WEIZMANIND,WEIZMANN LTD.,Active,B ,10,INE080A01014,Trading - Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products
523019,BSE,B.N.Rathi Securities Ltd.,BNRSEC,B.N.RATHI SECURITIES LTD.,Active,X ,10,INE710D01010,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
523021,BSE,Rishi Techtex Limited,RISHITECH,RISHI TECHTEX LTD.,Active,X ,10,INE989D01010,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
523023,BSE,Sinclairs Hotels  Ltd,SINCLAIR,SINCLAIRS HOTELS LTD.-$,Active,X ,2,INE985A01022,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
523025,BSE,"Safari Industries (India) Ltd.,",SAFARIND,SAFARI INDUSTRIES (INDIA) LTD.,Active,B ,2,INE429E01023,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
523054,BSE,"Binayak Tex Processors  Ltd.,",ZBINTXPP,BINAYAK TEX PROCESSORS LTD.,Active,XT,10,INE626H01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
523062,BSE,"J.J. Finance Corporation Ltd.,",JJFINCOR,J.J.FINANCE CORPORATION LTD.,Active,XT,10,INE584C01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
523100,BSE,"Cosmo Ferrites Ltd.,",COSMOFE,COSMO FERRITES LTD.-$,Active,X ,10,INE124B01018,Industrial Electronics,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Electronics
523105,BSE,"Planter Polysacks Ltd.,",ZPPOLYSA,PLANTER POLYSACKS LTD.,Active,XT,10,INE293E01023,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
523113,BSE,Futuristic Securities Ltd,FUTURSEC,FUTURISTIC SECURITIES LTD.,Active,XT,10,INE425D01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
523116,BSE,"Sanco Trans Ltd.,",SANCTRN,SANCO TRANS LTD.,Active,X ,10,INE391G01012,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
523120,BSE,Ador Multiproducts Ltd,ADORMUL,ADOR MULTIPRODUCTS LTD.,Active,X ,10,INE628D01014,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
523127,BSE,"EIH Associated Hotels Ltd.,",EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.-$,Active,B ,10,INE276C01014,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
523144,BSE,"Medi-Caps Ltd.,",MEDICAPQ,MEDI-CAPS LTD.-$,Active,X ,10,INE442D01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
523151,BSE,Otco International Ltd,OTCO,OTCO INTERNATIONAL LTD.,Active,X ,2,INE910B01028,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
523160,BSE,Morganite Crucible (India) Limited,MORGANITE,MORGANITE CRUCIBLE (INDIA) LTD.,Active,X ,5,INE599F01020,Refractories,Equity,Industrials,Capital Goods,Industrial Products,Refractories
523164,BSE,SIP Industries Ltd,SIPIND,SIP INDUSTRIES LTD.,Active,Z ,10,INE186B01017,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
523186,BSE,B&A Packaging India Limited,BAPACK,B&A Packaging India Limited,Active,XT,10,INE00FM01013,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
523204,BSE,"Aban  Offshore Ltd.,",ABAN,ABAN OFFSHORE LTD.,Active,B ,2,INE421A01028,Offshore Support Solution Drilling,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Offshore Support Solution Drilling
523207,BSE,Kokuyo Camlin Ltd,KOKUYOCMLN,KOKUYO CAMLIN LTD.-$,Active,B ,1,INE760A01029,Stationary,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary
523229,BSE,Bharat Seats Ltd,BHARATSE,BHARAT SEATS LTD.-$,Active,X ,2,INE415D01024,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
523232,BSE,"Continental Petroleums Ltd.,",CONTPTR,CONTINENTAL PETROLEUMS LTD.,Active,XT,5,INE369D01023,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
523242,BSE,"N.B. Footwear Ltd.,",NBFOOT,NB FOOTWEAR LTD.,Active,P ,10,INE006F01018,Leather And Leather Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
523248,BSE,Machino Plastics Ltd,MACPLASQ,MACHINO PLASTICS LTD.-$,Active,X ,10,INE082B01018,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
523260,BSE,Pearl Polymers Ltd.,PEARLPOLY,PEARL POLYMERS LTD.,Active,B ,10,INE844A01013,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
523261,BSE,Venky's (India) ltd.,VENKYS,VENKY'S (INDIA) LTD.,Active,A ,10,INE398A01010,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
523269,BSE,Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LTD.,Active,B ,2,INE199C01026,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
523277,BSE,"G.V. Films  Ltd.,",GVFILM,GV FILMS LTD.,Active,X ,1,INE395B01048,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
523283,BSE,Superhouse limited,SUPERHOUSE,SUPERHOUSE LTD.,Active,B ,10,INE712B01010,Leather And Leather Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
523289,BSE,Rama Vision Ltd,RAMAVISION,RAMA VISION LTD.,Active,XT,10,INE763B01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
523301,BSE,TCPL Packaging Limited,TCPLPACK,TCPL PACKAGING LTD.-$,Active,B ,10,INE822C01015,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
523309,BSE,Shri Gang Industries & Allied Products Limited,SHRIGANG,SHRI GANG INDUSTRIES AND ALLIED PRODUCTS LTD.,Active,XT,10,INE241V01018,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
523315,BSE,Purity Flex Pack Ltd,PURITY,PURITY FLEX PACK LTD.,Active,P ,10,INE898O01010,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
523319,BSE,"Balmer Lawrie & Co. Ltd.,",BALMLAWRIE,BALMER LAWRIE & CO.LTD.,Active,A ,10,INE164A01016,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
523323,BSE,Kovai Medical Center & Hospital Ltd,KOVAI,KOVAI MEDICAL CENTER & HOSPITAL LTD.,Active,B ,10,INE177F01017,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
523329,BSE,"Eldeco Housing & Ind. Ltd.,",ELDEHSG,ELDECO HOUSING & INDUSTRIES LTD.,Active,B ,2,INE668G01021,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
523343,BSE,"Microse India Limited,",MICROSE,MICROSE INDIA LTD.,Active,XT,10,INE809F01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
523351,BSE,Standard Shoe Sole and Mould (India) Ltd,STDSHOE,STANDARD SHOE SOLE AND MOULD (INDIA) LTD.,Active,P ,10,INE888N01013,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
523367,BSE,DCM Shriram Limited,DCMSHRIRAM,DCM Shriram Limited,Active,A ,2,INE499A01024,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
523369,BSE,"DCM Shriram Industries Ltd.,",DCMSRMIND,DCM SHRIRAM INDUSTRIES LTD.-$,Active,B ,2,INE843D01027,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
523371,BSE,Mawana Sugars Ltd,MAWANASUG,MAWANA SUGARS LTD.,Active,B ,10,INE636A01039,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
523373,BSE,Mini Diamonds (India) Ltd.,MINID,MINI DIAMONDS (INDIA) LTD.,Active,XT,10,INE281E01010,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
523384,BSE,Maha Rashtra Apex Corporation Ltd,MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LTD.,Active,B ,10,INE843B01013,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
523385,BSE,Nilkamal Limited,NILKAMAL,NILKAMAL LTD.,Active,A ,10,INE310A01015,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
523391,BSE,Nahar Polyfilms Ltd.,NAHARPOLY,NAHAR POLYFILMS LTD.,Active,B ,5,INE308A01027,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
523395,BSE,3M India Ltd.,3MINDIA,3M INDIA LTD.,Active,A ,10,INE470A01017,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
523398,BSE,Johnson Controls-Hitachi Air Conditioning India Ltd.,JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd,Active,A ,10,INE782A01015,Air Conditioner,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Air Conditioner
523405,BSE,JM Financial Limited,JMFINANCIL,JM FINANCIAL LTD.-$,Active,A ,1,INE780C01023,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
523411,BSE,ADC India Communications Limited,ADCINDIA,ADC India Communications Limited-$,Active,X ,10,INE833A01016,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
523419,BSE,"Tamilnadu Telecommunications Ltd.,",TNTELE,TAMILNADU TELECOMMUNICATIONS LTD.,Active,T ,10,INE141D01018,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
523425,BSE,Sunraj Diamond Exports Ltd.,SUNRAJDI,SUNRAJ DIAMOND EXPORTS LTD.,Active,Z ,10,INE459D01014,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
523445,BSE,Reliance Industrial Infrastructure,RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,Active,A ,10,INE046A01015,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
523449,BSE,Sharp India Ltd,SHARP,SHARP INDIA LTD.,Active,X ,10,INE207B01011,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
523457,BSE,Linde India Limited,LINDEINDIA,Linde India Limited,Active,A ,10,INE473A01011,Industrial Gases,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases
523465,BSE,Ind Bank Housing Ltd,INDBNK,IND BANK HOUSING LTD.,Active,B ,10,INE969D01012,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
